gene name,chromosome,start,end
ADAD1P2,18,50063795,50064440
AC090679.2,12,84147304,84154338
AC090679.1,12,84154434,84294562
ATP6V1G3,1,198523222,198540945
AC091588.3,18,22200619,22205229
AC091588.1,18,22175465,22176662
AC091806.1,23,40262917,40287720
SLC17A8,12,100357079,100422059
SLC6A1-AS1,3,11006098,11019224
AC239860.1,1,145509047,145520594
FOXI3,2,88446787,88452656
MALSU1,7,23298739,23311729
PCARE,2,29060976,29074261
SCYL2,12,100267140,100341724
HELZ2,20,63558086,63574239
KIRREL3-AS2,11,126940746,126945090
TRDN,6,123216339,123637093
SPIN1,9,88388419,88478694
FXNP1,14,78059942,78060278
LINC01392,7,115061537,115231355
AP005019.2,11,72562044,72562554
METTL23,17,76726830,76733936
CWF19L1,10,100232298,100267680
TRIM16,17,15627960,15684311
KCTD9P2,23,105405647,105407039
CDRT1,17,15565483,15619512
RPL21P75,7,20002765,20003247
AC093154.1,1,81209834,81222076
AC106791.1,5,137814333,137889336
AC089998.2,12,82505211,82506188
FAM32CP,10,74744386,74744707
RPP38,10,15097180,15139818
KCND3-AS1,1,111909336,111910931
FAM19A4,3,68731766,68953297
P3H2-AS1,3,190120964,190144846
CFHR5,1,196977556,197009674
C10orf111,10,15095385,15097319
TREML4,6,41228324,41238882
ESX1,23,104250038,104254933
AC068152.1,17,46984045,47100323
FRMPD4,23,12138466,12724523
CASC11,8,127686343,127733967
SLC2A3P1,5,168552277,168553727
AC005670.2,17,46923133,47049932
PANK3,5,168548495,168579600
GID8,20,62938119,62948475
AL354751.3,9,92104425,92105451
SETD6P1,2,108226015,108226331
AC092017.2,1,211173488,211173849
AL691403.2,14,75176929,75177418
AC013476.1,2,222917387,222919363
AC010451.3,5,4967764,4970425
AC016772.1,2,169658132,169661357
YIPF5,5,144158159,144170714
AOX3P-AOX2P,2,200695723,200748040
Z75741.1,23,127796124,127796733
TAS2R9,12,10809094,10810168
OR2AP1,12,55572468,55575612
Z69908.1,23,126502867,126503155
NDUFA5P5,3,88601061,88601402
LINC02388,12,58565959,58781747
AL121768.1,14,88819608,88822151
RAB11FIP4,17,31391624,31538217
IRX2,5,2745845,2751662
OR6C3,12,55330043,55332687
AC091891.1,5,2736662,2737759
EEF1DP5,6,128580113,128580884
AC011468.3,19,52142626,52144156
ANKRD36B,2,97492663,97589965
AC131025.1,5,149372174,149375116
ZBTB47,3,42653684,42665854
RPL21P103,12,58244378,58244865
AC066612.1,15,48189037,48191691
LINC02403,12,58087892,58093362
MTND5P41,8,36279491,36279696
GOT2P3,12,9641723,9643011
ZNF529-AS1,19,36573070,36594708
AC092295.1,19,36528318,36535235
ZNF529,19,36534774,36605276
ZNF585A,19,37106734,37172741
AC003975.1,7,125917871,125933832
CALCOCO2,17,48830988,48866522
PRR19,19,42302098,42310821
MTND6P10,2,131369785,131370301
AC008745.1,19,47794650,47794920
AC095057.3,4,40166675,40167831
AC012065.3,2,20586248,20586686
OSTN-AS1,3,191213291,191234605
XYLT1,16,17101769,17470881
EBNA1BP2,1,43164175,43270936
CLOCK,4,55427903,55547138
AC099494.2,16,17227023,17228000
TSFM,12,57782589,57808071
RBMX2P3,1,119084998,119085954
SAR1A,10,70147289,70170523
MCOLN2,1,84925583,84997113
AC245052.5,19,54268005,54269045
AL139353.3,14,31320224,31320634
CIR1P2,4,114713579,114714920
AL662797.1,6,30723105,30723877
DEFB124,20,31465506,31476757
KRT18P64,6,85287789,85289007
AC024610.2,17,33827728,34079100
AL139806.1,6,85155667,85167749
AL356967.1,6,104687241,104687671
EFHD1,2,232606057,232682781
TAF7L,23,101268253,101293057
AC098935.1,1,206907619,206908229
AC104667.1,2,237612977,237626525
CFAP54,12,96489571,96875555
RBAK-RBAKDN,7,4983718,5073221
AOC4P,17,42865922,42874369
RNF122,8,33547755,33567125
TMEM117,12,43835967,44389762
AC067904.2,8,27063996,27065278
AC004771.5,17,4986466,4987324
AL591846.1,1,206695837,206696269
NETO1,18,72742314,72868146
AL021918.4,6,27454568,27457575
MTND3P21,1,93924386,93924716
AL590867.2,6,153282287,153282733
AL591846.2,1,206634649,206635622
DDX11L2,2,113599036,113601261
ZACNP1,4,108415220,108416639
KRT8P46,4,102728746,102730171
AF213884.1,4,102662611,102663073
TENT5C,1,117605934,117628372
AC021220.1,4,55219344,55219973
BSCL2,11,62690275,62709845
AC008781.3,5,141468465,141471528
BX119904.1,23,116748530,116748877
MTATP6P26,2,120211054,120211715
USP43,17,9644698,9729691
AC022511.1,12,68344664,68349959
AC118755.2,17,9638768,9645325
LINC01004,7,104950315,105013044
CT83,23,116461682,116463003
AC007384.1,7,104941063,104962334
AC005618.2,5,141427295,141427752
PCDHGA5,5,141364232,141512979
OR4F16,1,685679,686673
LINC01249,2,4628222,4656215
AC025271.4,15,57553955,57555680
SYT16,14,61811974,62112550
AL136376.1,1,116429049,116433368
ATP1A1-AS1,1,116392247,116418622
LINC00343,13,105704280,105764440
NCAPG,4,17810902,17844862
LINC01541,18,71519962,71578956
PYY3,23,50156159,50156371
RPS12P27,16,68209442,68209778
AC091691.2,18,71216704,71237102
SENP6,6,75601509,75718278
MAB21L3,1,116111755,116135240
RPS20P33,14,105374618,105374971
RPL12P32,12,31948334,31948827
EIF2S2P2,3,185245460,185246441
EHHADH-AS1,3,185162871,185191955
DCAF16,4,17800655,17810758
SMC5-AS1,9,70193997,70258866
DDTL,22,23966901,23972532
AL096711.2,6,127438406,127519001
NIPA2P1,7,91320128,91321103
CD2AP,6,47477789,47627263
AC005297.3,23,26223903,26224658
AC027601.4,17,81251194,81251803
RIPPLY2,6,83853266,83857515
FRG1BP,20,30377372,30399257
AC079779.4,2,307683,309424
CFAP74,1,1921951,2003837
AL365503.1,6,67456346,67457250
NUFIP1P,6,66093431,66094909
PLSCR5-AS1,3,146589602,146590325
AC027277.2,16,10576499,10578183
MCM10,10,13161554,13211104
AC092192.1,19,176896,177913
CBX3P5,12,95286318,95286838
CYP26B1,2,72129238,72148038
AC092451.1,12,25409293,25409445
AL109917.1,1,1891471,1892658
ASNSD1,2,189661385,189670831
AC087239.1,12,25385670,25386241
AL928654.4,14,105370418,105372918
ACCSL,11,44047981,44059977
AC008759.2,19,9730853,9731943
AMN1,12,31671137,31729174
RNASEK,17,7012417,7014532
OR4G1P,19,99175,106077
AC244517.2,5,141100242,141174391
AC244517.4,5,141183401,141201396
SPRY4-AS1,5,142325293,142672001
AC023669.1,7,46261064,46294469
AC116914.2,17,3721628,3722488
AC116914.1,17,3729361,3730493
AL356458.1,1,47483698,47484162
PRKX-AS1,23,3659487,3668192
MTSS1,8,124550790,124728429
IGKV2D-19,2,90046796,90047057
IGKV2D-18,2,90052581,90053372
IGKV6D-41,2,90069662,90070238
IGKV3D-15,2,90114838,90115402
OR4C12,11,49981473,49982535
MLPH,2,237485428,237555318
DUX4L32,20,29318824,29319579
LINC00423,13,32877431,32911650
AL133304.1,14,35947556,35950044
AL162311.2,14,35881001,35881709
EIF3K,19,38619082,38636955
AL035401.1,6,22744395,23031780
AC044810.2,11,7754393,7905955
AC044810.3,11,7704628,7882947
AC114402.1,1,203835585,203835912
AL109945.1,1,32349194,32350663
AC007998.1,18,35383354,35384025
SOX5-AS1,12,24223271,24237965
RPS7P6,4,17427696,17428274
LARP7P1,1,203400266,203400581
AC010333.2,16,12560756,12611044
NCOR1P1,20,26103416,26114028
BSNDP3,20,26071988,26072351
IGKV1D-35,2,89895502,89895772
LINC01136,1,203298758,203305309
BX649601.1,9,134168769,134169340
ZNF335,20,45948653,45972172
ISCA2,14,74493720,74497106
IGKV2D-40,2,89851791,89852497
NPIPB2,16,11927373,11976643
PAAF1,11,73876699,73931124
LMNB2,19,2427638,2456996
MTCO3P44,4,25720516,25721056
EYS,6,63719980,65707225
TRAK1,3,42013802,42225889
AL161740.1,1,56963886,56996757
HNRNPA1P6,1,58047889,58049335
AL357375.1,6,64377795,64412779
BX324167.1,22,45875999,45891438
TRIM33,1,114392777,114511160
AL035410.2,1,114353986,114355178
SETD7,4,139495941,139606699
FTH1P24,4,139546266,139546727
AC022075.1,12,10363769,10398506
BMPR1AP2,11,121361854,121362865
AL591742.1,1,114001433,114002235
PRICKLE2,3,64092242,64445476
WDR41,5,77425970,77620611
AC135068.11,15,21609102,21610043
OLFML3,1,113979391,114035572
RPS2P24,5,77545397,77546266
AP001615.1,21,41739373,41741308
AC069528.1,3,146391363,146416603
IGKV2-19,2,89134975,89135257
AF013593.1,23,151226229,151227715
AC073655.2,12,94277758,94282844
AC022762.1,11,6108135,6185576
IGKV1-16,2,89099859,89100361
IGKV3-15,2,89085177,89085787
OR56B3P,11,6128610,6129556
IGKV1-13,2,89045995,89046466
RPL12P50,23,151023607,151023722
AC068831.2,15,91029888,91029996
AC239600.2,23,115424064,115425600
AC093627.4,7,149571,155465
RPL19P21,23,150993501,150994091
DNAJC10,2,182716041,182794464
LINC00847,5,180830957,180835726
HEIH,5,180829954,180831605
LINC00853,1,47179250,47180339
LINC00283,13,102742990,102745224
UPF3AP2,17,20375369,20376840
LMTK3,19,48485271,48513935
SNAPC5,15,66490135,66497813
HINT2,9,35812960,35815354
ZBED3-AS1,5,77086688,77166909
NRDE2,14,90267856,90332137
STX1B,16,30989256,31010661
PPCS,1,42456117,42473385
TPT1P4,6,144200447,144200965
AC123567.1,12,94140077,94141337
AC063977.3,19,51251231,51271179
FAM217A,6,4049434,4087344
LINC01510,7,116563594,116663829
AC022001.2,3,11607184,11610748
AP001124.1,11,121238304,121238688
AC096540.1,1,42335386,42338376
Z98259.3,1,5478736,5493057
OR52L1,11,5985892,5986985
LMOD2,7,123655807,123664290
IDH2-DT,15,90102649,90133445
CLDN16,3,190322541,190412143
LINC00514,16,2988961,2994509
AC006499.2,4,10267895,10268231
LRRC19,9,26993136,27005693
AC093890.1,4,143911514,143912053
AC104463.1,1,202632428,202632911
ABCG8,2,43831942,43882987
AC097494.1,4,54836161,54845402
YBX2P1,10,123991910,123992669
AC104304.1,3,46581150,46617226
FAM237B,7,90316503,90321308
AL096861.1,23,147476324,147476446
HOXB-AS3,17,48549630,48606414
AC093277.1,5,40415137,40431491
CRIP1P3,1,202096759,202096978
CTF2P,16,30904348,30910208
AL591644.1,9,1977784,1978547
AC092436.2,4,25608711,25619468
DNAAF4,15,55410525,55508234
LINC02104,5,39520431,39524708
PSMA8,18,26133852,26193355
HSFY8P,24,26011435,26012237
CCDC126,7,23597379,23644708
C12orf10,12,53299686,53307177
LINC02136,16,71410440,71426464
AC110597.3,18,67506589,67514030
LINC01193,15,20940438,20993303
AC025164.1,12,92145573,92189660
AC055860.1,11,18000542,18022931
REEP1,2,86213993,86338083
LINC02523,6,125674353,125720218
C10orf99,10,84173738,84185294
ZNF519P2,15,20901441,20901609
AC012531.2,12,53985845,54034888
AC114810.1,2,3496956,3497428
AC007218.1,16,9666885,9676843
AC011473.2,19,51014374,51014734
SYF2,1,25222679,25232502
DERL3,22,23834503,23839128
AC098868.1,4,54440502,54446723
DHCR24-DT,1,54887563,54888850
AC099552.2,7,155267299,155268052
AL138799.4,1,81513880,81557702
AC099552.4,7,155222903,155223851
LINC01177,16,9441294,9444985
PRR30,2,27136848,27139410
ZNF426,19,9523224,9538645
UFSP2,4,185399540,185425985
RNASEH2B,13,50909678,51024120
RPS21P4,4,16256308,16256555
AL445183.1,1,53069938,53085502
AC023310.4,15,20642799,20643448
AP001033.1,18,9315194,9334441
ATP10A,15,25677273,25865172
BTN2A1,6,26457904,26476621
RPL35AP25,10,45940522,45940851
MRPS35P3,10,57982285,57982993
KIF7,15,89608789,89655451
RAB42P1,14,89892128,89892443
SLC17A2,6,25912754,25930726
AL137230.2,14,89412312,89954659
LINC00928,15,89505277,89524034
AC008567.1,19,9518150,9519341
AL138726.1,6,25885419,25885751
MATN1-AS1,1,30718504,30726827
AF305872.1,8,133002605,133003075
KLHL10,17,41835685,41848384
AC091953.2,5,8572047,8572206
HIST1H2APS2,6,25882026,25882395
AC073352.2,3,119579212,119579650
AC091965.1,5,8387638,8457564
AC023394.2,18,65865262,65866397
RPS20P2,16,1329078,1329777
TRIM53CP,11,48985868,48991881
KBTBD11,8,1973878,2006936
AC069540.2,10,83672406,83675439
EPC1,10,32267751,32378798
NT5C3B,17,41825181,41836263
AL035420.1,20,36072441,36085260
AL590369.1,9,129640476,129641282
AC099342.1,7,20296708,20311712
DRC3,17,17972813,18016889
AC087163.3,17,18026072,18026771
AL512633.1,23,46725164,46725818
YBX1P8,23,46684765,46685707
AC093831.1,4,130881027,130885641
WARS2P1,10,80940665,80941201
AC096915.1,3,62926371,62926882
MRPL45P2,17,47450568,47492492
NAALADL2-AS1,3,175773145,175776333
AC004854.2,7,44884953,44886393
LINC01952,7,44848416,44849568
AC010200.2,12,100525186,100525420
ATP6V0CP1,17,4856757,4857374
C17orf107,17,4899418,4902932
AC009309.1,2,86195590,86196049
AC023421.2,18,45669367,45747215
AP002833.2,11,126992452,126995458
BTN3A1,6,26402237,26415216
GAPDHP25,2,38285410,38286410
TRDN-AS1,6,123389421,123510241
GID4,17,18039292,18068404
ARHGAP9,12,57472255,57488814
ART2BP,11,72478221,72479237
SLC35F6,2,26764284,26781231
AC073063.1,7,99442890,99443496
AC079080.1,4,184254509,184255330
FRMPD4-AS1,23,12373167,12375133
HIST1H2BPS1,6,25731782,25732091
GOLGA2P6,10,30364410,30374386
AL157935.1,9,127934503,127940952
CCDC175,14,59504539,59576831
RPSAP46,7,101203614,101204495
CCDC59,12,82223681,82358805
AC009962.1,2,181887851,181891663
EHBP1L1,11,65576038,65592650
AC069218.2,3,174302944,174303287
MTPAP,10,30309801,30374448
AL049557.1,1,111722064,111755824
AC009269.2,15,70748932,70754177
AC126474.2,12,100032325,100034074
KRT18P57,1,111648291,111649544
Z84480.1,6,110863860,110864451
Z99129.2,6,122531123,122531436
FP700111.2,1,144754572,144786606
ASPHD2,22,26429273,26445015
AL139099.3,14,49601011,49601124
AC246785.1,1,144472535,144474790
Z99129.1,6,122454358,122454612
AC097493.4,4,9532429,9532647
ADGRG6,6,142301854,142446266
HDDC3,15,90929964,90935196
AC132192.2,11,9459556,9460702
AC245595.2,1,144276484,144305180
AL590099.1,13,25017766,25017903
COMMD4,15,75335891,75343224
AC244453.1,1,121118126,121146826
HIST2H3DP1,1,121118195,121118610
AC116563.1,4,137645265,137655174
AL035555.1,6,38762905,38764694
LINC02172,4,137545731,137603430
AC116563.2,4,137601899,137602433
AC093788.1,4,163529771,163530697
MEG8,14,100894770,101038859
BX322650.1,23,150114378,150116520
AL450311.1,10,69684899,69692452
NCLP2,23,135075136,135076597
AC131254.3,8,29864644,29871661
LINC02243,23,134949549,134953382
SCYL1,11,65525077,65538704
AC026304.1,3,143000907,143001467
AC021074.2,3,142960372,142960543
BTF3L4,1,52056125,52090716
AC105402.1,2,148872253,148872797
IGHV1OR21-1,21,10649400,10649835
AL353151.1,9,4781475,4782078
AF254982.1,21,10640028,10640338
AC097717.1,2,199867396,199911159
HIF3A,19,46297046,46343433
MFSD14B,9,94374551,94461042
YRDCP1,9,94432631,94433273
AL136131.3,6,43770429,43770616
TRIM49,11,89797655,89808575
TCTEX1D1,1,66752459,66778787
LINC01567,16,24661422,24671062
ZNF442,19,12345949,12365905
ATP5MPL,14,103912288,103928269
RAB28P3,9,42492663,42493570
TRAM2-AS1,6,52577307,52583993
AC105760.2,2,237059434,237085817
MYOZ3,5,150660874,150679365
AC008453.1,5,150670658,150672390
CYGB,17,76527356,76551175
AL445584.1,9,42196333,42196662
SNX18P1Y,24,11178306,11178816
AC019206.1,2,69844509,69844933
ZNF557,19,7069444,7087968
FRYL,4,48497361,48780322
AC107398.3,4,47431960,47438959
AC008040.2,3,170062244,170062951
LINC02218,5,17444010,17486829
STOML1,15,73978923,73994622
ANTXR2,4,79901149,80125454
PHKA2-AS1,23,18890296,18894497
CDRT7,17,15030975,15031957
ALS2CR12,2,201288271,201357398
RPL23AP76,17,14947741,14948198
LINC02557,22,23512494,23513602
AL096700.1,23,18838709,18839452
IGFL3,19,46120071,46124674
AC027097.2,18,57639455,57738603
AC000035.1,22,29480220,29481113
AC100868.1,8,132024238,132085655
AC108078.2,4,69450014,69451613
FLJ25758,19,7005012,7006074
RBMY3AP,24,9610571,9621276
ADGRE4P,19,6952500,6997872
CEP85L,6,118460772,118710075
TSPEAR-AS2,21,44517216,44525952
KRTAP10-7,21,44600597,44602174
KRTAP10-5,21,44579455,44580604
AC005534.2,7,156633355,156633787
TRAPPC2P2,8,71448811,71449219
AL359922.1,9,21802636,22032986
NOP56P3,12,79558782,79559166
AL035252.4,20,25226448,25226735
CDKN2A-DT,9,21966929,21967751
AP001267.2,11,118433121,118435206
DRC1,2,26401916,26456711
TP53RK,20,46684365,46689779
AC100810.3,8,1758208,1760447
AC092535.1,4,1151372,1153701
LAMTOR5-AS1,1,110347116,110443817
AC093767.1,4,123861860,123862015
SVIL-AS1,10,29409402,29487745
MORF4L2,23,103675496,103688158
DENND6A-AS1,3,57628810,57654918
AL121594.1,14,35122549,35317474
AP000302.1,21,33482499,33484258
AC002059.2,22,29387909,29417757
AC080013.1,3,158732263,158784070
AL109924.5,6,168999401,169000527
TBC1D3E,17,38127951,38138862
AL109924.1,6,168962610,168964341
BTBD10P2,6,149794763,149795746
LINC01937,2,238720324,238740780
TCEAL3-AS1,23,103626076,103626492
AC016999.2,2,238454908,238457520
TMEM72,10,44911200,44937002
DEPP1,10,44970981,44978810
AP001266.2,11,65745729,65771585
FAM197Y6,24,9388122,9397438
AC005224.2,17,14295512,14297600
RPL9P21,10,44414649,44415153
RPLP0P11,18,50457887,50458795
NPAP1P7,9,87825146,87825968
AL592528.1,21,45827961,45836419
AL133399.1,11,33450646,33450943
ZNF844,19,12064699,12081565
CRLF1,19,18572220,18607741
LINC00322,21,43322417,43332039
AC005229.2,7,148580401,148580799
AC006974.2,7,148543677,148572177
COPS7B,2,231781671,231809254
AC073476.1,2,231789481,231789887
AC007223.1,16,6573767,6577359
AL355798.1,10,26379034,26387374
RPS2P1,20,34122470,34123290
AC034102.6,12,56120033,56129619
COX5A,15,74919791,74938168
C15orf53,15,38628005,39180499
TBC1D9,4,140620765,140756120
C15orf54,15,39250684,39254845
SLC25A28,10,99610522,99620609
ARHGAP22-IT1,10,48510525,48511589
AP001360.2,11,120008604,120012158
AL159990.1,9,70726040,70730856
ANKRD20A3,9,66106815,66153135
AL359538.1,13,24566873,24597676
PSPC1P2,13,24566843,24570728
AP002800.1,11,118264593,118266817
COX8C,14,93347191,93348356
SNAP29,22,20858983,20891218
AP003972.1,11,133297189,133302634
AC114296.1,5,135812667,135827546
C3orf18,3,50558025,50571027
TTLL1,22,43039644,43089428
AC092832.2,23,22428132,22494713
AC069439.1,3,166861944,166862110
AC069439.2,3,166835021,166844956
Z98949.2,22,26006389,26006532
AP002990.1,11,62559603,62591531
TMEM127,2,96248516,96265994
OPCML-IT1,11,133360029,133366080
MEMO1P1,21,36130489,36131376
UBE2Q2P4Y,24,24232826,24238984
EIF1P4,16,2822659,2822993
AC021146.1,4,68914928,68924741
OPALIN,10,96343216,96359365
AC021146.12,4,68901008,68906983
TCEAL5,23,103273691,103276872
SSU72,1,1541673,1574869
AC064862.1,7,57650381,57651119
AC064862.5,7,57650521,57650854
RPL23AP53,8,213186,232231
AC136777.2,8,264315,264672
CHCHD4P3,9,37434177,37434586
AC007036.3,7,30157531,30159534
LINC01039,13,99577112,99580368
SNX18P12,21,9364467,9365225
AC003102.1,17,44221401,44223710
AP000944.1,11,65367438,65375299
LINC02255,15,74379083,74390535
PRAMEF8,1,13281035,13285174
AC009961.1,2,159670708,159712435
AL031775.2,6,24706747,24707151
AC009961.3,2,159689217,159690291
AC005821.1,17,62699244,62737922
C20orf141,20,2814987,2815833
RPL29P23,11,33190062,33190503
AC013565.1,15,89041223,89082819
PDILT,16,20359170,20404737
CR392039.4,21,9082601,9083101
MTCYBP24,7,112374324,112375429
OR10V3P,11,59741325,59742049
H2AFZP2,8,70103798,70104179
AC090409.2,18,61571342,61579456
AP000640.2,11,59669312,59676041
AL049539.1,20,32116171,32116629
LINC02576,2,65030727,65053017
AC090572.2,8,86765935,86818558
POTEC,18,14507339,14543585
TRAPPC2P9,24,23762838,23765583
XKRYP3,24,23715922,23726808
LPIN2,18,2916994,3013315
RPS23P1,8,97865054,97865485
LINC01068,13,79566727,79571436
AC022535.1,10,4415305,4426179
HHLA2,3,108296490,108378285
OR7E149P,12,8437403,8438425
OR7E148P,12,8427640,8428610
CIDEC,3,9866711,9880254
AC006557.2,18,14143596,14151139
FRG2LP,18,14137710,14139272
AL137028.2,20,64278306,64278561
LINC02245,2,64901840,64905137
AC092865.2,12,8406833,8407195
AC093166.3,2,111865798,111866405
AL022324.2,22,25349543,25350322
LINC00462,13,48576974,48578088
AC125807.1,12,3071532,3072145
FAM84A,2,14632686,14650814
ZNF197,3,44584888,44648471
MIR4435-2HG,2,111036776,111523376
TTI2,8,33473386,33513601
FAM243B,21,7768884,7770591
C5orf66-AS1,5,135038831,135040047
OR5AN2P,11,59309681,59310576
AC007238.1,2,58460292,58462032
GRXCR1,4,42893267,43030658
SMCHD1,18,2655738,2805017
AF131216.5,8,11479203,11481068
AL357752.1,23,70361486,70362374
NEIL3,4,177309836,177362943
RPEP3,1,27739954,27740629
